43679	38
6499	17
18488	29
2170	1
58583	27
54118	47
46195	-1
63302	-1
59588	47
16814	16
58751	30
50447	8
62655	34
11603	8
29906	-1
37172	34
51408	34
52428	45
14258	45
15945	16
58113	46
31592	39
25746	1
10523	38
1979	30
30475	3
34718	48
2745	17
46165	17
19088	37
20041	37
40937	28
38470	14
10458	45
7732	20
13063	37
2446	16
2132	37
13473	37
20979	34
24784	35
7332	39
38909	35
32728	34
45351	37
12831	28
17535	47
14398	37
28740	-1
29108	17
29804	-1
17913	43
29371	37
11175	37
9230	8
35911	48
17140	-1
1731	38
9555	21
27289	19
62227	19
157	16
1749	33
30554	37
8360	20
40782	37
8386	1
19018	45
3837	15
10571	33
23587	33
24738	36
49746	36
47014	1
4415	15
20595	0
29503	19
36997	19
17128	35
30504	30
13254	-1
11266	45
4136	47
8326	-1
44013	34
12797	37
20013	47
37871	11
27835	29
24373	29
40614	47
41053	47
62441	21
20479	17
52438	37
34250	14
1839	37
60314	37
5403	42
20282	34
5623	17
18242	39
1448	19
16050	33
23021	33
5290	30
235	47
38823	1
49318	21
3533	42
4484	33
10888	34
24616	42
19938	-1
63785	-1
17288	12
45726	-1
12821	24
3865	24
17074	35
50549	35
14755	38
39863	38
38935	21
3360	21
26931	19
63683	19
7194	48
539	47
1433	35
45373	33
41056	34
54325	49
11743	16
32348	21
35580	33
58290	-1
11401	-1
29231	33
8061	34
28597	34
7289	35
15804	-1
37294	-1
32540	-1
12639	47
27183	26
17195	37
48639	4
2205	47
23731	47
5365	3
55321	3
41295	31
45922	42
24429	6
7600	6
56753	47
64180	49
39817	1
16841	-1
3934	45
63447	0
9070	10
48387	10
4539	33
455	37
9740	47
49569	47
6292	47
57254	42
16811	42
2342	24
18336	14
8405	1
7228	48
27977	37
53488	35
43471	35
7269	48
37765	38
13960	38
10949	16
64155	34
2846	5
53427	6
56470	6
25798	6
32482	16
2113	-1
8189	48
6580	27
6771	47
29212	-1
32764	37
41696	48
19662	44
21230	44
28883	-1
30849	12
34380	12
15671	-1
4528	21
53129	21
8824	7
40692	48
54487	48
4835	48
25051	12
34643	12
30328	33
41653	8
1575	-1
6007	17
48570	-1
32627	-1
2440	19
27115	19
61830	37
11660	34
9941	30
31858	6
2610	34
20200	12
35930	47
60723	47
20608	47
41406	6
25263	30
15552	34
49275	17
8074	17
8373	17
61529	35
22905	19
36385	37
58150	-1
62736	-1
9061	47
9819	26
18702	26
12944	47
15053	47
5333	47
36188	26
19864	33
4299	15
34437	47
7799	23
38009	29
8209	35
33912	27
21956	16
39995	16
4131	33
41334	31
8686	42
13012	48
37786	8
63097	8
5374	17
43551	17
20446	0
8196	-1
33019	19
663	29
46832	33
52495	33
619	35
38310	39
64114	42
8876	8
46072	16
21558	47
22539	47
63384	37
37735	37
17318	36
17136	36
16584	37
17436	34
62883	34
27274	45
5769	48
21919	33
40374	37
40533	2
30078	15
18857	21
25627	5
30037	5
3952	15
24233	42
1564	35
64083	45
32037	21
25499	21
3155	21
33075	14
17623	42
14161	6
1115	26
16382	37
21370	3
57713	17
14612	38
16493	15
57034	38
51260	37
29521	26
4485	45
30642	42
47984	42
5493	3
43804	36
52264	36
30885	21
58250	16
39989	15
9637	15
53956	39
50569	39
32435	33
42040	33
4968	45
2524	15
2255	-1
3297	1
38326	31
5064	31
27796	17
12336	17
54451	-1
57702	39
34191	42
59660	42
54801	26
6033	21
9064	37
9129	17
50764	37
30079	21
2891	47
641	1
30766	1
2442	33
10457	42
2249	42
50020	48
20478	33
7635	-1
31084	48
20909	17
36360	47
36344	47
13605	0
42906	6
47498	-1
1747	4
21502	48
5015	48
47340	45
25629	26
33454	-1
17984	45
32841	45
53625	45
6779	36
26909	26
44889	17
64051	35
5949	37
30068	19
18965	19
27559	45
50141	4
3882	42
54691	4
45687	35
28893	12
13697	17
61787	17
17459	14
1743	3
64132	37
3719	26
3659	47
7792	24
31163	14
32501	11
17302	39
20386	5
13197	11
9183	48
8658	37
1162	37
54275	45
10156	42
19058	42
23647	29
12052	10
61484	10
21767	33
24652	19
9092	34
23284	21
7263	12
980	37
43424	12
36867	0
46615	12
8717	34
26529	17
25061	1
8863	26
55139	5
50496	34
27176	34
46116	-1
14821	-1
17604	35
64143	45
16812	26
17633	1
60259	35
11624	35
47455	5
34662	47
2738	47
5019	49
34964	49
16534	17
58933	17
17007	26
23319	35
12376	13
55702	3
48659	-1
27692	-1
49401	35
47515	45
17844	46
51233	46
33606	37
29126	37
19273	35
52800	47
60605	47
3142	21
24161	12
55329	37
34218	37
8735	34
39294	33
39121	48
27927	17
34494	45
22090	47
22735	14
64093	14
55260	29
64208	29
26778	35
26811	35
45534	34
41183	30
41151	37
64218	45
48762	-1
26298	-1
59928	-1
34631	33
46517	3
12467	21
18972	21
16683	6
25390	5
1470	39
17896	39
13623	11
7912	45
14371	17
9617	12
63032	12
59037	17
11134	17
47363	15
41992	15
4646	33
32623	1
39005	30
30702	5
52643	37
16579	36
10381	14
35276	-1
30077	33
58321	42
15329	-1
2653	37
39257	48
15977	48
16922	40
46595	47
2852	47
15196	-1
41254	3
32160	49
63423	26
43522	45
1949	45
16830	37
41576	48
6940	31
1696	35
25619	12
18301	7
25822	5
2503	45
268	45
22973	5
8687	29
5838	48
13582	48
25135	35
5463	47
45012	35
30003	45
18220	29
50519	29
16102	30
35964	12
47289	14
36927	33
10415	19
29282	21
12042	23
7989	37
43220	33
36674	33
24222	33
8390	37
31252	15
63976	15
26014	5
5313	5
21886	5
35	5
6313	47
794	26
19168	43
60461	33
40375	33
25005	16
4282	42
27271	34
59029	34
4694	-1
55082	6
40542	6
56325	35
38427	5
302	14
231	20
10123	48
56723	6
8060	47
43472	26
23746	26
6398	37
3824	37
40335	-1
52171	-1
42300	38
13905	38
14155	17
60254	17
10768	26
27674	21
30597	21
44939	37
2672	37
28088	-1
64119	-1
15440	42
51883	-1
40668	34
16367	21
5503	14
4832	14
12850	47
8355	47
51770	26
58074	26
13026	33
16208	47
812	47
6246	47
41713	21
9089	21
41011	43
47391	43
30388	-1
9065	47
54890	31
54592	35
1755	35
984	12
17943	12
8329	19
5867	19
7853	45
26551	6
24708	-1
13046	-1
12096	37
64185	34
29488	6
8422	34
27601	33
64074	33
15934	34
17030	38
16744	21
14454	-1
36702	33
13259	39
19231	38
9633	30
24676	-1
32484	29
18087	19
63144	26
11344	17
32868	43
47743	-1
61981	-1
43789	30
43964	30
27478	16
6321	16
18503	26
37086	27
10667	3
15238	3
13655	2
10747	42
16532	30
36970	-1
43351	-1
12820	15
2128	35
20065	45
46318	47
10895	45
31951	42
59956	47
64077	49
4921	-1
9871	-1
17907	34
40256	29
22078	29
4195	36
26325	24
15145	45
56992	-1
23545	14
4723	38
22555	26
62103	48
47309	48
17886	11
6676	33
35331	8
57470	2
2011	2
28472	33
12053	17
31742	42
1297	42
41240	19
63242	15
17922	16
15469	33
12278	39
19776	35
22709	5
20236	33
25624	-1
61189	30
3662	37
28226	35
48886	35
56058	5
64229	5
662	34
24561	34
17495	20
51884	16
12935	16
36710	19
4669	19
64205	42
59298	19
6544	45
20310	17
22411	20
28331	20
34047	17
17613	45
1296	17
33563	47
12617	47
61966	39
8432	-1
16919	17
8455	33
13245	11
7907	11
5358	15
33528	47
97	30
5736	37
33436	38
8710	38
21950	48
35007	27
1864	11
12220	11
15637	34
24527	21
60622	39
14738	14
41506	20
29035	32
62731	47
4799	35
36938	35
3844	21
21654	27
9184	27
16077	17
11062	37
34240	28
49643	28
16445	30
8951	33
43956	33
10697	21
49211	21
3593	33
21016	-1
42311	-1
22285	49
163	49
29885	16
13981	16
42688	21
12414	21
62893	34
30631	1
3458	1
11996	1
38401	11
38430	37
20303	34
32809	34
7725	37
1014	17
35986	17
25531	29
15077	29
21175	17
64101	35
38520	-1
12261	1
53789	3
3349	37
4059	15
20769	37
64056	15
36038	15
61583	45
1305	45
21873	33
8367	47
41810	24
30938	15
28809	29
1070	33
10105	42
46010	7
54639	7
50032	5
2331	5
29929	47
6810	47
56617	14
34706	33
38172	4
15131	15
50621	3
18725	3
45480	8
35686	15
29335	26
35399	24
9009	-1
55180	-1
13641	5
51672	12
26300	24
25952	24
54436	26
15208	12
46284	-1
17543	1
1029	48
30185	48
6332	-1
46364	6
13305	1
57837	38
42651	48
8964	22
56369	37
10186	47
22385	31
23393	31
58730	47
21683	26
26606	26
25884	-1
32131	-1
32661	38
38447	19
10158	49
4420	34
3451	6
54397	38
5456	38
10145	49
10435	47
728	47
8819	47
23320	33
63368	33
49297	47
22427	-1
63782	-1
30860	43
42406	37
37077	37
25591	25
13187	26
13732	17
31606	33
4471	33
6586	11
14725	17
31692	17
34256	35
38863	-1
64235	-1
11928	16
30630	16
40104	19
48242	37
14481	37
10624	31
918	31
46467	34
43530	25
10099	1
9965	21
59809	43
16190	17
54459	45
14931	45
48919	42
18255	21
30994	45
39993	35
64050	45
61028	16
38405	16
51077	45
3289	26
37005	16
51244	16
27515	33
4783	-1
57268	12
38248	30
47445	31
1685	4
32823	19
14655	47
12241	43
63177	45
44335	21
16968	4
53640	4
58780	24
45078	24
38263	33
59787	8
42977	42
29105	3
42186	19
58389	47
18720	4
9812	29
10886	34
64228	4
22502	28
59946	42
64069	42
2771	15
2241	35
52659	37
32695	47
58247	47
32956	31
5588	42
30478	30
20664	26
16662	-1
4603	6
5441	6
39195	36
8046	-1
53311	30
21863	16
55926	16
11931	39
8403	35
15835	34
13807	34
34194	-1
36377	21
18548	35
17881	31
12608	36
3143	35
26122	35
7675	6
6632	6
53351	45
35210	8
32835	6
35875	6
47299	38
52097	38
11250	1
57774	34
12595	34
13677	5
8583	17
38893	17
15365	17
47578	34
11416	40
45449	47
37470	37
26439	45
16600	33
17236	-1
63485	-1
8781	33
54925	33
1380	31
57922	-1
15935	42
24575	48
15904	42
56988	42
15276	-1
64100	12
37054	49
14583	6
5594	-1
317	37
10117	43
64140	12
5519	33
11253	17
4673	19
23511	45
25379	11
14856	-1
64055	19
45895	17
24432	17
23919	38
17428	5
11839	26
49127	26
3372	33
42499	33
21186	16
12922	16
5686	47
52886	48
1347	48
16274	3
59620	47
15741	47
36992	43
22158	42
18864	31
121	8
23846	37
5508	37
11885	17
32974	-1
22478	15
3021	15
50108	25
19025	4
251	21
23302	15
64234	33
19183	34
51777	47
6019	4
5059	33
35657	-1
44256	-1
6213	8
371	19
6664	6
12727	17
48056	17
39800	47
39579	47
24154	37
30050	37
3421	0
26284	39
7219	-1
694	-1
18435	-1
9338	37
48681	37
6202	39
1251	39
1086	47
1259	16
62459	47
6092	39
18979	3
14974	17
64209	17
59783	27
12751	33
11071	37
52909	33
55349	16
3660	16
7470	12
53818	16
37535	16
60462	37
57503	37
27348	21
29325	-1
3420	-1
24594	47
10007	34
35428	21
23681	35
4187	47
8930	16
7901	19
32788	42
2066	42
29338	38
32135	24
17582	24
22126	32
30447	12
27322	27
41181	-1
365	8
35115	14
30639	17
29094	17
56163	39
10504	21
26231	26
21235	48
26732	42
17342	19
3515	5
64005	26
6300	37
4523	24
20197	43
8345	-1
62332	-1
12998	1
11169	21
31880	8
16005	37
11074	38
21206	38
15917	38
15897	37
11076	12
41648	-1
3221	-1
21723	27
9243	12
692	48
10575	30
47998	23
26878	36
26879	38
3794	24
48491	24
16015	47
9339	28
20356	34
31251	47
57144	26
12525	26
45000	16
4849	-1
38390	17
14000	19
12848	35
7697	35
7355	39
6215	39
49631	23
10530	45
5975	12
64174	12
9019	47
46302	29
21678	29
60500	12
9507	0
13664	11
5257	16
33669	47
49090	47
23552	43
30724	43
32678	35
16085	45
33919	14
11300	-1
32242	-1
59514	5
54320	16
33399	38
30654	21
50283	47
10021	5
20639	39
4214	16
20514	26
10609	42
5321	45
21140	45
37227	21
12389	25
30423	37
49592	-1
60912	5
3629	3
60209	24
2800	24
21528	19
21548	48
9968	45
30025	-1
4145	-1
30213	43
40103	43
26024	8
13599	8
20746	12
48230	38
54491	-1
6353	37
59640	37
31109	33
6943	33
38931	24
64136	17
29672	39
11758	-1
64166	48
8317	17
5238	33
30641	8
46931	29
3558	15
35242	15
41613	12
4481	24
63595	8
38922	31
103	1
237	1
5467	45
6896	37
57548	37
30636	16
32752	16
13844	39
20162	37
1855	26
64120	43
56495	43
13873	47
21774	39
2068	37
5539	14
43365	5
2112	5
51854	6
1900	38
56064	5
55088	37
14271	17
4776	-1
42180	-1
13702	31
4476	31
5319	31
24349	11
60390	47
45156	6
61846	34
10973	34
52092	33
63383	25
35109	42
45820	4
62330	37
37944	37
3962	17
24721	17
4139	47
7101	47
61777	-1
19048	25
63777	9
12379	36
35483	-1
17940	19
51117	37
14195	37
29703	45
63004	5
53820	-1
57092	27
37713	33
51379	45
33190	39
59932	39
18173	29
17679	25
1114	19
24272	48
5863	48
2288	16
11593	47
12165	21
22442	14
18986	45
46866	45
25191	24
11424	45
3993	34
22405	14
20995	14
12693	2
34850	6
27599	28
50897	44
53180	44
5571	2
38148	2
25388	32
10256	34
40251	36
63657	12
17662	12
1927	26
230	16
7499	21
37108	38
34671	21
59795	-1
50440	39
23195	39
35651	14
9640	33
25507	33
11310	21
56932	21
25847	3
46777	33
61021	33
99	47
32545	3
2135	1
20763	42
8083	39
9060	39
30933	37
40114	47
59129	1
55764	37
43357	47
47927	37
7845	47
33556	2
835	2
26192	-1
32207	25
14801	19
59558	41
64225	41
1052	31
1111	31
29152	34
23230	34
505	-1
62976	43
35019	12
31113	16
11602	33
8905	33
13304	17
46927	16
51975	16
47155	47
50667	47
46193	13
57207	13
17694	21
23445	12
434	12
31373	12
43827	17
4048	17
57243	45
1376	45
38503	-1
14281	-1
39491	-1
37751	30
22755	48
32421	26
23164	-1
60626	42
4245	12
16786	-1
28211	47
18665	15
37854	30
23183	-1
43227	-1
38783	48
11828	33
42562	39
21164	39
46668	5
19771	29
45474	1
18804	12
18395	33
19056	30
47561	8
3841	8
61524	1
43010	1
5490	15
48438	42
60699	42
39614	42
27084	32
36748	33
2140	26
33239	26
21691	37
5179	34
11952	29
26128	17
28406	17
16844	3
23636	28
50511	28
32046	5
9824	31
40977	31
29904	1
51444	16
53842	8
5229	21
5813	32
55931	32
30786	17
25053	21
29007	3
32978	3
20785	48
32760	48
56799	2
37060	3
17865	3
58964	8
3467	37
6283	37
48740	33
23132	33
54868	48
61823	11
39567	19
27009	19
61499	17
16473	11
60845	23
8318	7
52268	34
207	28
51807	28
12605	-1
27222	-1
13164	-1
36469	27
14359	27
26795	32
17762	38
37967	38
23321	41
20650	47
52420	-1
33726	-1
5876	38
59226	38
2586	17
8584	1
10740	33
33378	37
53992	37
28131	4
3171	33
61791	33
11543	37
64107	45
32583	48
3168	28
43881	28
18252	30
46761	30
6731	4
3332	4
16885	19
1349	6
64186	26
7595	27
17689	26
63163	26
30954	-1
61193	5
38091	45
50406	37
1278	15
12100	37
2560	25
7336	0
45239	21
6344	21
8347	4
5266	-1
21195	47
26991	35
13229	35
12672	34
46508	45
24856	35
30774	29
2046	29
3661	26
42310	26
49953	16
14043	6
37772	19
21760	33
50209	-1
20419	-1
16987	33
50001	33
56772	17
3614	17
30022	6
49624	6
59202	1
7024	31
25059	48
41386	48
4871	45
17372	47
6034	45
35090	4
54010	26
2569	39
20657	34
45679	11
3920	37
26178	24
48253	42
26848	16
21320	42
26692	16
39770	-1
22981	-1
30839	0
50689	0
15580	47
17218	47
18362	39
36349	39
34545	11
29424	-1
36342	-1
35448	-1
38701	47
32556	17
42657	6
9883	25
42221	19
59127	19
57027	-1
7607	48
31249	26
50098	8
18268	8
21644	1
8464	48
64142	34
6846	33
49882	26
31949	47
17240	28
40779	37
10940	-1
59289	47
2265	42
12070	42
7468	17
60810	15
30276	45
61975	48
42385	33
59492	45
14543	-1
39808	31
13335	31
8280	37
24183	37
7621	38
28208	38
51683	8
45472	30
31806	-1
28947	-1
9296	34
49586	25
60808	42
17572	42
35562	5
35526	48
53647	35
13588	-1
4947	39
20949	39
24478	17
47161	25
9705	6
5597	4
8418	5
32751	5
35855	34
9634	21
32529	23
29939	40
3151	2
8674	2
16192	28
54425	39
21776	39
63194	6
8983	48
8994	48
30928	49
32304	-1
2029	4
38700	19
41589	39
21182	39
4998	26
47095	26
12276	5
10331	5
63102	33
17147	33
490	43
45992	47
60334	47
51014	48
38950	48
10632	11
44247	-1
22046	-1
64123	-1
32213	17
29727	26
64089	16
54147	0
921	47
19295	21
14343	7
52871	26
19592	45
18470	43
34053	43
10491	31
35522	12
47205	12
18716	35
33622	1
8874	45
21782	45
62608	17
64078	17
27507	47
4540	47
559	19
39016	48
9942	17
33790	21
5531	37
44220	37
17507	28
38581	28
26665	39
57593	15
35718	33
3710	17
35967	39
8637	35
11190	17
15954	27
3312	33
21973	-1
32383	29
51973	31
45423	38
6385	38
64157	45
59921	39
23115	12
63644	39
1493	3
14045	47
38245	45
8445	42
10309	29
63468	49
13958	47
10757	34
40918	47
42466	4
24808	4
17805	33
33289	33
39266	-1
43232	12
23229	12
25083	48
39417	24
39263	16
1723	0
48511	34
33559	44
21965	33
58509	-1
39757	44
15500	41
52238	37
52255	6
8801	4
8724	47
8804	31
8821	4
5246	-1
2401	37
32534	37
4177	17
25	17
60935	47
24719	48
61565	23
41752	35
15098	35
12010	47
56259	-1
50410	-1
21840	43
55496	-1
42611	-1
21385	43
47504	11
3670	11
8663	-1
60446	-1
50657	-1
56923	4
9803	21
28154	21
43401	5
24133	33
51994	29
12397	45
11700	-1
29778	12
3677	16
13434	16
22837	38
24655	14
25722	14
24730	38
19867	39
42978	-1
40755	39
46221	37
33331	21
51164	30
40180	46
922	46
60675	28
7432	-1
33168	-1
5887	37
5182	-1
35601	4
60140	33
27420	8
16226	19
56473	45
24772	26
33071	38
11973	45
33880	19
33112	30
4816	34
22428	26
3587	26
33668	45
35406	45
13041	42
63386	42
56947	42
60786	37
62175	37
9232	34
14964	17
4487	47
21224	5
7186	42
695	37
42749	7
7806	30
7707	30
7609	26
10464	28
24344	33
10684	33
20338	47
16824	-1
49236	5
2348	12
39213	47
3128	-1
46905	9
46510	26
7474	26
376	3
526	3
1796	37
58442	11
29517	-1
41858	-1
4811	-1
29307	4
38825	-1
9651	-1
18396	21
54556	15
15792	34
48166	33
23453	33
3430	26
39760	26
16405	-1
33854	1
11063	47
32909	17
60879	5
44294	26
46025	3
10763	26
42639	35
33855	-1
13550	42
42288	42
25814	30
25355	39
8948	37
23361	-1
14831	12
2746	12
13002	45
1079	11
46397	26
11162	26
44798	36
44821	36
14427	39
4078	7
8800	4
31937	42
38147	-1
64226	-1
25383	35
49776	29
35498	33
3165	19
21127	47
47841	45
55915	47
59313	47
35598	33
17193	43
47471	43
16868	5
23007	28
38464	49
47128	4
51513	4
48097	32
12927	8
30967	8
16028	7
23261	-1
9291	24
40565	24
14727	39
5311	16
30086	16
24111	26
18458	25
63610	47
3707	-1
3873	39
10507	48
20976	48
26655	42
24639	21
6171	21
16071	37
57247	37
15225	15
28290	38
1416	3
24283	29
63861	45
19869	21
54505	21
40820	1
35401	1
22795	17
6832	17
28338	28
57279	44
33750	33
62538	37
33476	42
38313	42
12136	33
21019	5
5100	33
8803	47
6590	-1
34536	-1
50868	16
9320	16
12400	48
29690	48
61264	27
20296	27
22457	-1
43183	-1
5101	5
60256	5
43949	3
6608	26
26368	26
12469	6
2239	-1
41652	-1
54700	41
27138	34
37362	34
519	24
8316	48
30282	1
39502	1
26207	12
11209	35
62381	26
16207	33
1698	33
3203	-1
56099	35
42842	35
5082	37
25223	45
34694	33
15152	-1
49120	-1
60682	-1
18502	34
44468	48
14957	47
5094	7
16575	17
21087	17
5286	21
13755	-1
52741	-1
10492	-1
21295	21
35457	47
16269	35
44738	30
15047	33
23600	48
38914	33
26808	21
31811	37
50048	3
9468	3
18594	8
58750	28
21815	14
2799	-1
8547	5
49565	-1
24381	-1
30131	47
30991	47
62111	5
1331	47
11795	1
42304	45
38994	33
17116	33
3562	42
14917	-1
11539	16
14673	16
10005	35
32532	35
4703	46
35668	3
48029	42
54335	33
18919	17
31542	17
13526	31
22322	24
40300	24
60901	47
9935	47
11681	37
5619	37
42682	-1
30618	-1
26188	16
21579	16
17113	-1
13622	48
64128	48
39107	17
9849	17
47463	33
19689	47
2636	33
10622	6
13794	2
38562	2
19726	19
43242	19
16556	-1
49128	-1
10787	4
61285	-1
4418	11
34766	36
51194	16
62048	45
17270	2
19137	2
29042	37
15362	37
59103	11
29219	11
40721	12
3395	40
24377	37
40854	37
3346	37
14020	12
10921	12
21226	45
63941	45
44860	12
36782	12
9894	17
15163	26
33961	48
57975	48
10860	38
27069	33
44509	47
22492	26
42484	28
31106	5
48636	25
27363	12
11848	12
16620	-1
32067	17
12154	21
36337	21
3088	-1
16034	23
17025	47
37292	45
52870	29
42886	29
9836	33
58335	33
50545	17
30271	17
5774	8
19941	6
7342	6
29662	37
19294	48
32571	19
24301	3
10661	3
12417	1
32890	1
25550	35
10277	38
49310	16
1784	31
19800	34
62437	43
14111	45
11050	45
32226	28
30564	47
51713	33
51139	33
45297	3
26653	16
26862	12
62386	39
57488	-1
11713	25
7327	46
59885	31
29749	45
18005	21
53435	44
58639	37
56538	7
37672	7
56031	11
25729	19
43460	-1
29277	37
8816	31
59924	29
16852	15
49782	6
28162	26
50629	33
43729	-1
24226	37
5167	37
12805	37
53521	47
6693	47
6569	5
1558	21
11024	37
10970	42
61609	43
27632	27
47646	27
53498	47
32516	35
50501	37
1020	34
64044	34
1536	-1
28048	-1
34211	45
62920	48
42998	48
47189	47
9535	-1
5888	-1
60028	33
50739	47
17508	47
23617	47
13704	33
50380	33
421	19
55682	19
56317	26
59585	23
50084	23
23514	37
21737	35
27785	47
21236	36
11003	42
63176	49
9772	0
43738	-1
15351	33
5899	26
30699	15
46023	39
33223	24
8758	5
839	21
17130	21
14756	21
46156	34
51454	3
28760	40
23209	35
11589	29
19213	29
15135	5
17472	-1
62565	37
37671	-1
21595	21
34457	8
62607	14
10423	27
12032	45
13823	40
39434	37
56925	-1
15037	29
39164	-1
19954	35
26285	45
26467	-1
51282	5
3531	5
15767	24
15108	19
20761	5
39754	8
61009	17
39435	22
16671	30
9566	43
45874	43
23411	-1
64080	47
26804	26
36725	35
36357	2
14286	8
9730	33
43586	33
58997	42
3425	26
15667	34
3930	45
17787	45
8621	35
46714	39
33146	12
4317	12
28161	0
11932	34
41172	11
13731	3
14690	33
8411	17
2899	16
62663	29
39742	34
5032	33
14849	33
18045	47
13188	19
48429	35
52325	35
50016	17
13238	17
39651	4
35543	4
38629	25
16511	25
40210	47
32035	43
21146	43
5372	47
32177	16
26063	-1
5961	16
3691	17
28668	37
25789	37
33909	48
2085	45
8534	47
45923	47
30206	34
36621	3
21655	29
39070	29
61467	-1
64116	-1
18863	17
39359	-1
40524	17
12787	26
12687	26
8834	37
8732	37
3054	42
32738	42
10467	42
29068	34
2185	17
32292	37
61907	37
51184	17
12940	30
5944	44
60602	44
34300	38
14783	38
37064	26
52182	26
31791	36
5050	40
959	47
21733	47
14546	42
47604	42
15562	1
59676	33
7284	45
1595	45
1858	45
57789	33
38692	35
32653	-1
1867	1
10374	33
35465	48
41472	48
11971	26
62564	36
31687	36
7185	43
15955	-1
60669	37
20306	37
24394	45
18332	14
33317	14
49114	6
2812	-1
7418	14
10928	47
58117	29
54211	15
16634	45
43913	30
41229	35
13017	6
2568	19
14299	19
676	36
8	36
38423	5
9330	5
56672	21
58436	-1
33989	-1
33467	-1
62630	3
33605	31
22381	34
57394	34
6009	42
21372	33
45711	5
16026	42
24540	38
858	29
4765	34
3444	34
53612	47
45186	26
29278	26
10115	17
19192	39
25973	17
28313	17
10779	34
24857	-1
25336	33
62507	6
26806	47
30429	26
58717	26
39604	33
3188	37
3799	38
58635	38
7165	15
38531	39
4250	24
13365	37
59545	37
40303	31
33895	29
12223	29
5145	34
4665	34
36361	17
17418	39
19350	45
56318	33
10448	5
18674	24
34480	45
9452	47
62334	47
32278	5
8542	-1
17588	45
25438	12
13038	38
45902	45
5008	26
36127	26
55085	16
10262	0
5528	0
62394	47
22454	21
24336	33
7860	-1
25869	37
45409	-1
14926	48
25010	-1
61284	-1
26230	21
55131	47
8746	29
17241	29
38497	48
58014	48
14647	21
64049	21
472	47
63588	47
17086	47
22165	26
11290	39
35064	33
36306	38
46078	5
3522	5
14440	-1
64197	-1
63486	12
10569	39
35400	47
17941	17
2965	47
54632	26
64223	26
58010	47
9952	47
12529	5
1917	47
9789	26
27321	16
47153	16
14720	5
2452	5
22700	8
4455	8
57731	26
40851	38
12274	38
54189	47
22223	41
46589	-1
48957	-1
11639	47
14509	47
17522	33
29746	33
50045	5
18	5
27475	-1
31823	-1
30596	-1
36196	-1
4427	21
6979	-1
16021	39
28418	37
30262	26
47953	16
30716	16
29624	34
10614	-1
46997	-1
33410	27
11835	27
35470	-1
8553	16
5550	27
34010	27
61596	34
26196	-1
23873	-1
55315	33
33844	-1
1368	37
9281	1
17498	35
43863	-1
27199	39
7325	39
6448	39
56619	34
41072	11
50876	11
55421	4
16776	34
12812	34
16410	16
10989	1
38460	1
12162	26
35681	26
55733	47
32506	47
41261	37
28572	37
34333	24
32200	21
64182	21
44425	5
57648	5
26521	21
22554	19
11320	7
10246	26
52744	26
10519	37
34420	39
18598	33
16142	34
6868	34
39029	35
58496	34
52162	28
52218	16
7848	1
24949	27
33865	27
34755	-1
46704	-1
11362	47
19786	47
40758	17
41552	5
55066	19
57222	17
58646	49
34528	34
54634	34
23595	37
31597	0
28494	0
37391	47
21945	47
53169	17
7152	16
62408	44
11111	47
1626	45
11514	45
29302	1
32891	37
20166	37
38846	17
7265	-1
42861	-1
33094	0
54546	0
60790	33
14993	33
