[0.0009299468252613968, 0.0025811026915592396, 0.016908847526328385, 0.016146406507119345, -0.002378686617624259, -0.0016483124108702188, 0.008774978491635494, -0.0002527816813741442, -0.014314076762825688, -0.005343003523467654, -0.001782787376909548, -0.003789754558359957, -0.011131516583165075, -0.0031031739920378857, 0.018139665187484985, -0.005264827066586232, 0.015823025483552636, 0.008353925664529667, -0.002471362274239973, 0.02558081223989653, -0.011263714540293061, 0.005557108242581938, 0.0038272745106236014, 0.0072562648751676555, 0.012082512663486934, 0.01925373962376495, 0.02695682851098166, 0.004138994737595477, 0.0016397517616905223, 0.0018105006388755285, -0.030460900632370478, -0.022323076717603557, 0.005040235072594943, 0.01993827932450861, -0.0480348684847958, 0.03906609037330919, -0.04555996797668206, 0.20938650670013909, 0.2077763261500788, -0.09864081435166891, -0.022255742526218546, -0.021912345579184936, -0.02505463440931771, -0.0776145267490406, -0.023637345469765324, 0.017919417988460664, 0.016704816675444885, 0.01315951917747506, -0.0019025367898817586, 0.0006474149432810603]	1402502412000
[0.005819838069023487, 0.006098299386023501, 0.17166203244150535, 0.46850931868615586, -0.3495752154734786, 0.4465846715930545, -0.2720823664903268, -0.011463165407974587, 0.027041362778457836, 0.045429782433203655, 0.03217264600173942, -0.14965485281990706, 0.12312945105959974, -0.09973786978453432, 0.012932714016771223, -0.02575468153928639, 0.017586830578995096, 0.010376531039055892, -0.0059860405290777935, 0.06438645342762807, 0.3906230125436548, 0.03314400850016176, 0.03030470721325927, 0.03658604453791727, 0.03084433618827938, 0.01626509128627772, -0.03636531569130618, -0.03641177850030957, -0.041655191288114596, -0.002009710795564175, 0.014792411302802844, 0.06441960081898357, -0.023618968608958516, 0.006628298374994293, 0.006899932202794069, -0.011445674456395067, -0.011800386717899628, -0.001700464532405689, -0.010950594088855597, 0.013652900778886593, -0.006279232847423877, -0.025647674528513752, -0.015086048881514333, 0.0026735096785279753, 0.021945835489079985, 0.00367625229119135, -0.0036729019246678892, -0.018680089343325924, 0.01111855117528034, 0.003994049646204494]	1402502415000
[0.00232644954442507, 0.006794761837665008, 0.02975226798888566, 0.048139361969426864, -0.007117980212112842, -0.006544322429098314, 0.028424702040206744, -0.00011288260337600696, -0.039147874795023144, -0.014135342812199112, -0.026710940108894243, 0.013614983274213614, -0.025870490708807863, 0.03668701686745857, 0.17035265182432566, -0.13205294024209185, -0.15099231783400505, -0.05361793939141178, 0.012466252949085276, -0.01084849572252121, -0.00027764787657709645, -0.00533104644896469, -0.006375061522029277, -0.09166733199196979, 0.017981921160356667, -0.015762222599011434, -0.006887842856457934, -0.025296301330639683, 0.01885389743518189, 0.025339605762967024, -0.003434816626184796, -0.016014429685768546, 0.004419537931400454, 0.04107464153569877, 0.030333393524608374, 0.058129565845804816, 0.0389888153556667, 0.055083652852774674, -0.008044193698222228, -0.003852894791264748, 0.04173641499503227, 0.061397730099278416, 0.007053336447801203, 0.11239045924612336, -0.01929491961747, -0.09959393972886518, -0.07409187791996294, 0.13921786409471426, -0.24031133264117657, -0.199750091307693]	1402502437000
[0.0013081840616252407, 0.0026969094643021735, 0.029058778362488272, 0.027902962625110665, -0.004256888726406483, -0.0036502340631829814, 0.016197159822113588, -0.0011688804613640244, -0.02665367000400331, -0.009839841726340235, -0.000389494851737131, -0.006748314569200941, -0.019950565550365375, -0.005117984731315917, 0.03127538805500827, -0.009300966816593826, 0.02835129929136165, 0.01468965486963165, -0.00337827854495817, 0.039062678076671416, -0.01966163730673797, 0.009587206863726366, 0.004864570927930855, 0.011541352036211656, 0.016407066765156023, 0.03319123182480153, 0.043358749715092966, 0.007282940631857373, 0.003675484152633759, 0.004301239245798523, -0.05251133539218523, -0.03611342428693065, 0.007086101048666788, 0.03155004655458185, -0.08063456450755276, 0.069073783126321, -0.07801148387514212, 0.3537727323719275, 0.3481031212900103, -0.16747764078898145, -0.03508810224169902, -0.03347859915929631, -0.03927715798777029, -0.1317499484669785, -0.04232215266972592, 0.032114389187364735, 0.025120568748638047, 0.021802532547519564, -0.00386678201970122, 0.0007708569124546551]	1402502442000
[0.0009975900778443163, 0.0017214675136882267, 0.010914167131282708, 0.016004117237135646, -0.0013781261813249535, -0.0027425319015113936, 0.009130925615215679, 0.00046419982490896963, -0.00727605801828713, -0.0015100180408395521, -0.0071761973545050334, 0.006250295973650062, -0.005491492857831481, 0.006581492186080817, 0.01392047920726213, -0.005520582775099528, -0.0027328554615495305, 0.002094872399343159, -7.590668921039305e-05, 0.010188314195284749, -0.00106178365304551, 0.00015684044551046058, 0.0016948810881633448, 0.03624147581726135, -0.0015625052338780032, 0.001689410016713887, 0.007014734506973945, 0.009977863905131128, 0.006866719922876996, -0.0009634917055572322, 0.011873961575438545, 0.009525712291061006, 0.005335118886700176, -0.001316447012750168, 0.0020335582301587774, 0.000601811290658755, 0.0029876280027688875, -0.003804506755504071, 0.0007182006482029024, -0.0014424987417799126, 0.008368141639016613, -0.0007943040163981506, -0.002936531273536132, -0.016400709615548566, -0.002590234936162169, -0.007168046510999587, 0.0037444519430154333, -0.0025770692344132262, 0.0020765482887515484, -0.009625928026052475]	1402502455000
[0.0007281195637692455, 0.0017496064098271936, 0.01863149177300651, 0.026329542439172512, -0.004065563563235246, -0.002719559087895406, 0.009849775489526051, 0.0014909699821416687, -0.006414343772550823, 8.466703946038381e-05, -0.011537113697222674, 0.009580236202231385, 5.833239148703653e-05, 0.00014873739119627247, 0.01167952487694292, -0.0022802280315267027, 0.008893796126809869, 0.006110557760330375, -0.0009767296038119687, 0.006632534063661761, -0.003856387391421662, 0.003924438334677937, 0.000992052881629941, -0.006368283070803124, 0.003706244741377103, -0.006202801790572989, 0.0036281028871419188, 0.03656805744008521, 0.0020648629587923534, 0.0022080363509972066, -0.00788099171790597, 0.0067903572075378, 0.013711592524500132, 0.00899441758222519, 0.0009137810760152742, 0.007578883952030662, 0.002095732638123083, 0.007777190571603194, 0.002212645543467832, -0.008942002696102814, 0.01289378743949863, 0.007918953701166088, 0.011372283234447356, 0.008762411964235967, 0.005948498003527163, -0.02280543188554858, -0.022937982573980213, -0.008451973181645877, -0.0072274734843242126, 0.05079310315029564]	1402502460000
[0.003395976552141831, 0.0036868643543032254, 0.053020465322391214, 0.1212792497515868, -0.0463838846118604, 0.027293050672189872, 0.005979888344367984, -0.0010865958443705202, -0.012315258371586077, -0.055489597579594645, 0.0037612702624130827, 0.2812754330041871, -0.034084770000745945, 0.32577422676637824, -0.08376402867659212, 0.094275220570991, -0.03733556564338922, -0.0348241640156794, 0.003097291191630108, -0.029881923850817865, -0.007437791776507433, -0.07297075544667342, 0.020978845354162366, -0.005645988267994424, 0.016861372875826466, -0.000244053952377554, 0.009799843336013261, -0.02917382048770779, -0.029006548193520033, 0.0009190305580867483, 0.004245836126675821, -0.002136328004235854, 0.011729356415826146, -0.014449782958192972, -0.00031263513476689775, 0.0014165291615224097, -0.009607034994769522, 0.011495669623826327, -0.010888223245661289, 0.016205255117269484, -0.02760493812678293, 0.0013340916643597787, -0.009566095829955963, -0.0029203692015220854, 0.004198836812948749, 0.007070625480021036, -0.002694193765268254, -0.01900981362367016, -0.022254039149579765, -0.0031238260836246104]	1402502461000
[0.0014302904596136192, 0.0036448174629066274, 0.03258085084616542, 0.0555556990544857, -0.009106925862536855, -0.0052264013151099385, 0.027542316324677376, 0.00371168881581276, -0.028336404389194447, -0.006421944830507051, -0.04729782519746608, 0.039968338814429204, -0.027212567744108886, 0.05945021445539174, 0.2066985067832383, -0.16004431913849593, -0.17552285237032458, -0.04569038303801063, 0.008498620780912776, -0.027398283532180743, -0.002339729836863427, 0.00046512604240373385, 0.049578626417012106, -0.20192502559560216, 0.06931947721425438, -0.08508664503819294, -0.046357701778700286, 0.4246662110059923, -0.29505597229871067, -0.00729851416599824, 0.013749360820419682, 0.2744871403911297, 0.5679942224020917, 0.08589707082212782, 0.09609499484802247, 0.08969034937857745, -0.004743374686615012, 0.032447489832210234, -0.025493752176143098, -0.01825711132828765, 0.0055781291139605504, 0.00526630468716356, -0.03383588178603953, -0.002049164520294136, 0.005389760405698021, 0.0009971376412491726, -0.019744902156214404, 0.014057852667480584, 0.024260514468186726, -0.005217376738273828]	1402502461000
[0.0013498110730376248, 0.0032150703060567867, 0.02593431724482326, 0.041172241990592405, -0.0068348234505715985, -0.00483692347682054, 0.019223152855126536, 0.0016619115970401132, -0.023194241722544258, -0.003732388615124568, -0.03551296464811854, 0.018413279060503523, -0.0205177036299303, 0.03799462997803627, 0.1684632185656333, -0.12810117661914758, -0.13287701318384082, -0.03156457495984248, 0.005572749456486416, -0.022586265189986847, -0.0005182406129576415, 0.0034761874858156893, 0.043495802380388734, -0.1607054972262435, 0.05078853593557321, -0.059076238991316796, -0.02388578015821322, 0.32039291107078693, -0.21699674085683196, -0.006211447773152233, 0.008033672284628616, 0.18901982586758048, 0.4064329913987642, 0.05565064285728294, 0.06811694515347336, 0.06492807882679624, -0.0031174068931201873, 0.02399260050638334, -0.018765026066299883, 0.018202647320014836, 0.007335235318495035, -0.0013507240211540837, -0.02388412645385986, 0.005240966608603785, 0.010310198286038545, 0.006944007359001784, -0.026594208932206712, 0.0030159368721997307, -0.019691448485190947, 0.006825626624523288]	1402502464000
[0.008142298742430875, 0.005732174791909706, 0.0632400792345843, 0.07755263476445626, -0.00652010948380832, -0.01167576636046319, 0.0621568287669466, -0.00912420669496385, -0.08820135969149398, -0.02155441823098798, -0.002575606450420781, -0.005324187267182348, -0.06789282971916834, 0.017905604054830514, 0.16564960851175853, -0.04648526551137023, 0.2202774645038615, 0.14712522507325262, -0.021162226788963342, -0.07329873201001628, -0.059998490978349854, -0.04806491623414574, 0.06198378174266237, 0.013992118105596954, -0.015365283807667196, -0.018825709796011305, 0.17720966293107426, -0.027546131569710593, 0.015200493756622985, -0.018950817891359606, 0.004057649609005865, -0.01879780417173949, 0.05065196012627688, 0.26564243043823327, -0.13876603199516763, -0.19721367286718727, -0.1150182506593202, -0.02045238338173352, -0.051560290266369435, 0.0590894418557403, -0.027683135692444454, -0.06100405651658846, -0.06860541661664221, 0.00958061046351263, -0.01892889360891714, 0.029286395029478902, -0.012608730811093706, -0.009631908748032054, -0.02077147270973189, -0.023343104346399936]	1402502475000
